Game,Developer,Publisher,Type,Score,Raw Text,Processed Tokens,Processed Text,Numeric_Score,Sentiment Score,Sentiment Category,Sentiment_story_narrative,Sentiment_characters_world,Sentiment_visuals_art,Sentiment_audio_music,Sentiment_gameplay_mechanics,Sentiment_controls_camera,Sentiment_difficulty_balance,Sentiment_performance_bugs,Sentiment_ui_qol,Sentiment_content_replay,Sentiment_multiplayer_online,Sentiment_monetization_value
Unreal Tournament (1999),Epic Games,Infogrames,User,10.0,"jogo muito fluido com jogabilidade perfeita respondendo bem os comandos, um game rapido direto ao ponto, fps de primeira linha dá época, ps2 estreou bem com esse belo game no ano de lançamento","['jogo', 'muito', 'fluido', 'com', 'jogabilidade', 'perfeita', 'respondendo', 'bem', 'comandos', 'um', 'game', 'rapido', 'direto', 'ao', 'ponto', 'fps', 'de', 'primeira', 'linha', 'dá', 'época', 'estreou', 'bem', 'com', 'esse', 'belo', 'game', 'ano', 'de', 'lançamento']",jogo muito fluido com jogabilidade perfeita respondendo bem comandos um game rapido direto ao ponto fps de primeira linha dá época estreou bem com esse belo game ano de lançamento,10.0,-0.296,Negative,,,,,,,,-0.296,-0.296,,,
Unreal Tournament (1999),Epic Games,Infogrames,User,8.0,O JOGO NÃO É RUIM COMO MUITOS DIZEM SÓ NÃO USAVA O GRÁFICO ADEQUADO. SUA JOGABILIDADE É BOA E S MAPAS SÃO BONITOS. ESSE É UM DOS MAIS MEMORÁVEIS FPS DO PS2,"['jogo', 'não', 'é', 'ruim', 'como', 'muitos', 'dizem', 'só', 'não', 'usava', 'gráfico', 'adequado', 'sua', 'jogabilidade', 'é', 'boa', 'e', 'mapas', 'são', 'bonito', 'esse', 'é', 'um', 'mais', 'memoráveis', 'fps']",jogo não é ruim como muitos dizem só não usava gráfico adequado sua jogabilidade é boa e mapas são bonito esse é um mais memoráveis fps,8.0,0.0,Neutral,,,,,,,,0.0,0.0,0.0,,
Gabriel Knight: Sins of the Fathers 20th Anniversary Edition,Pinkerton Road Studio,Phoenix Online Publishing,Critic,70.0,"For players new to the adventure genre, this package offers a great opportunity to play one of the best adventure titles ever made. The compelling crime narrative, intriguing characters, and great puzzles are all there, and an integrated hint system minimizes the need to alt-tab to a walkthrough. It's a shame that this remastered version squanders much of the charm of the original, thoughI can't see it converting those cold on the genre, but fans and players interested in adventure gaming's roots would do well to check it out.","['player', 'new', 'adventure', 'genre', 'package', 'offer', 'great', 'opportunity', 'play', 'one', 'best', 'adventure', 'title', 'ever', 'made', 'compelling', 'crime', 'narrative', 'intriguing', 'character', 'great', 'puzzle', 'integrated', 'hint', 'system', 'minimizes', 'need', 'walkthrough', 'shame', 'remastered', 'version', 'squanders', 'much', 'charm', 'original', 'thoughi', 'ca', 'see', 'converting', 'cold', 'genre', 'fan', 'player', 'interested', 'adventure', 'gaming', 'root', 'would', 'well', 'check']",player new adventure genre package offer great opportunity play one best adventure title ever made compelling crime narrative intriguing character great puzzle integrated hint system minimizes need walkthrough shame remastered version squanders much charm original thoughi ca see converting cold genre fan player interested adventure gaming root would well check,70.0,0.9253,Positive,0.3612,0.3612,,,0.3612,,0.9022,,0.3612,,,
Gabriel Knight: Sins of the Fathers 20th Anniversary Edition,Pinkerton Road Studio,Phoenix Online Publishing,Critic,80.0,"Sins of the Fathers is possibly the best showcase of the golden era of point’n’click games. [13/2014, p.71]","['possibly', 'best', 'showcase', 'golden', 'era', 'point', 'n', 'click', 'game']",possibly best showcase golden era point n click game,80.0,0.296,Positive,,,,,,,,,,,,
Gabriel Knight: Sins of the Fathers 20th Anniversary Edition,Pinkerton Road Studio,Phoenix Online Publishing,Critic,60.0,Nicely done remake that shatters the veil of nostalgia and reveals the mistakes of the original. Fortunately remake also brings the story we can't see these days anymore. Must-have for all adventure fans. [Issue247],"['nicely', 'done', 'remake', 'shatters', 'veil', 'nostalgia', 'reveals', 'mistake', 'original', 'fortunately', 'remake', 'also', 'brings', 'story', 'ca', 'see', 'day', 'anymore', 'adventure', 'fan']",nicely done remake shatters veil nostalgia reveals mistake original fortunately remake also brings story ca see day anymore adventure fan,60.0,0.4019,Positive,0.0,,,0.4019,,,,,,,,
Gabriel Knight: Sins of the Fathers 20th Anniversary Edition,Pinkerton Road Studio,Phoenix Online Publishing,User,6.0,"A solid adventure game, though I believe the remake could benefit from additional content and some quality-of-life gameplay improvements. In my opinion, the original remains superior, as it retains the charm of pixel art.","['solid', 'adventure', 'game', 'though', 'believe', 'remake', 'could', 'benefit', 'additional', 'content', 'gameplay', 'improvement', 'opinion', 'original', 'remains', 'superior', 'retains', 'charm', 'pixel', 'art']",solid adventure game though believe remake could benefit additional content gameplay improvement opinion original remains superior retains charm pixel art,6.0,0.9246,Positive,,,0.8176,,0.7096,,0.8176,,,0.7096,,
Gabriel Knight: Sins of the Fathers 20th Anniversary Edition,Pinkerton Road Studio,Phoenix Online Publishing,User,8.0,Excellent adventure game marred only by a few things - slow movement and some terrible action sequences.,"['excellent', 'adventure', 'game', 'marred', 'thing', 'slow', 'movement', 'terrible', 'action', 'sequence']",excellent adventure game marred thing slow movement terrible action sequence,8.0,0.1531,Positive,,,,,0.1531,0.1531,,,,,,
Gabriel Knight: Sins of the Fathers 20th Anniversary Edition,Pinkerton Road Studio,Phoenix Online Publishing,User,10.0,"zseniális játék! az atmoszféra annyira magával ragadt, a karakterek nagyon jól kivannak dolgozva, a humor zseniális","['zseniális', 'játék', 'az', 'atmoszféra', 'annyira', 'magával', 'ragadt', 'karakterek', 'nagyon', 'jól', 'kivannak', 'dolgozva', 'humor', 'zseniális']",zseniális játék az atmoszféra annyira magával ragadt karakterek nagyon jól kivannak dolgozva humor zseniális,10.0,0.3382,Positive,,,,,,,,,,,,
Painkiller: Resurrection,Homegrown Games,"DreamCatcher Interactive, N3V Games",Critic,35.0,Painkiller: Resurrection is a buggy trip into hell.,"['buggy', 'trip', 'hell']",buggy trip hell,35.0,0.0,Neutral,,,,,,,,0.0,,,,
Painkiller: Resurrection,Homegrown Games,"DreamCatcher Interactive, N3V Games",Critic,65.0,"The fourth part of the Painkiller series plays just like the other ones. Using weapons like the painkiller you're fighting lots of weird opponents like axe-wielding monks or pirate zombies. As usual they act dumb, there is no AI to speak of. It's a game to play casually for 30 minutes now and then and doesn't aspire to be anything else.","['fourth', 'part', 'series', 'play', 'like', 'one', 'using', 'weapon', 'like', 'fighting', 'lot', 'weird', 'opponent', 'like', 'monk', 'pirate', 'zombie', 'usual', 'act', 'dumb', 'ai', 'speak', 'game', 'play', 'casually', 'minute', 'aspire', 'anything', 'else']",fourth part series play like one using weapon like fighting lot weird opponent like monk pirate zombie usual act dumb ai speak game play casually minute aspire anything else,65.0,-0.34,Negative,,,0.5423,,-0.2732,,-0.2732,,,,,
Painkiller: Resurrection,Homegrown Games,"DreamCatcher Interactive, N3V Games",Critic,30.0,Painkiller: Resurrection is a bugfest. It is technically outdated and the co-op mode is hidden between the menus. There is no way to make this multiplayer mode work well.,"['bugfest', 'technically', 'outdated', 'mode', 'hidden', 'menu', 'way', 'make', 'multiplayer', 'mode', 'work', 'well']",bugfest technically outdated mode hidden menu way make multiplayer mode work well,30.0,-0.0258,Neutral,,,,,,,0.0,0.0,0.0,-0.0129,-0.0129,
Painkiller: Resurrection,Homegrown Games,"DreamCatcher Interactive, N3V Games",User,,"The worst FPS I've ever played! There are so many bugs: often you can't even load the last save, you fall through the floor of the maps, the enemy AI often doesn't react, sound bugs, graphics errors etc. And the worst level design I've ever seen: wildly thrown together assets and enemies, completely unclear paths, poor balancing, etc. How could this game be released in this state?","['worst', 'fps', 'ever', 'played', 'many', 'bug', 'often', 'ca', 'even', 'load', 'last', 'save', 'fall', 'floor', 'map', 'enemy', 'ai', 'often', 'react', 'sound', 'bug', 'graphic', 'error', 'etc', 'worst', 'level', 'design', 'ever', 'seen', 'wildly', 'thrown', 'together', 'asset', 'enemy', 'completely', 'unclear', 'path', 'poor', 'balancing', 'etc', 'could', 'game', 'released', 'state']",worst fps ever played many bug often ca even load last save fall floor map enemy ai often react sound bug graphic error etc worst level design ever seen wildly thrown together asset enemy completely unclear path poor balancing etc could game released state,,-0.9446,Negative,,,-0.4019,-0.4019,,,,-0.53035,-0.4019,-0.6222,,
Painkiller: Resurrection,Homegrown Games,"DreamCatcher Interactive, N3V Games",User,1.0,Günümüz oyuncularının yaklamaması gereken bir yapım. Uzak durursanız iyi olur.,"['günümüz', 'oyuncularının', 'yaklamaması', 'gereken', 'bir', 'yapım', 'uzak', 'durursanız', 'iyi', 'olur']",günümüz oyuncularının yaklamaması gereken bir yapım uzak durursanız iyi olur,1.0,0.0,Neutral,,,,,,,,,,,,
Painkiller: Resurrection,Homegrown Games,"DreamCatcher Interactive, N3V Games",User,2.0," ,    .      .",[],,2.0,0.0,Neutral,,,,,,,,,,,,
Battlefield 2,Digital Illusions,"EA Games, Electronic Arts",Critic,100.0,"Once you strap into an F/A-18 and rocket over the landscape, once you're crouched next to a tank trying valiantly to repair it while bullets ping off of the armor inches above your head, once you defend a waypoint and ask for new orders from your commander over the radio, all of those nitpicks about map balance or sniper power fade.","['strap', 'rocket', 'landscape', 'crouched', 'next', 'tank', 'trying', 'valiantly', 'repair', 'bullet', 'ping', 'armor', 'inch', 'head', 'defend', 'waypoint', 'ask', 'new', 'order', 'commander', 'radio', 'nitpicks', 'map', 'balance', 'sniper', 'power', 'fade']",strap rocket landscape crouched next tank trying valiantly repair bullet ping armor inch head defend waypoint ask new order commander radio nitpicks map balance sniper power fade,100.0,0.0,Neutral,,,,,,,0.0,,0.0,0.0,0.0,
Battlefield 2,Digital Illusions,"EA Games, Electronic Arts",Critic,100.0,"With incredible communication tools, top-notch visuals, and a fantastic balance of vehicles and classes, EA has won the battle and the war of online team-based shooters.","['incredible', 'communication', 'tool', 'visuals', 'fantastic', 'balance', 'vehicle', 'class', 'ea', 'battle', 'war', 'online', 'shooter']",incredible communication tool visuals fantastic balance vehicle class ea battle war online shooter,100.0,0.8074,Positive,,,0.8074,,,,0.8074,,,,0.8074,
Battlefield 2,Digital Illusions,"EA Games, Electronic Arts",Critic,89.0,The thing to remember about Battlefield 2 is that it's exceptionally fun.,"['thing', 'remember', 'exceptionally', 'fun']",thing remember exceptionally fun,89.0,0.2484,Positive,,,,,,,,,,,,
Battlefield 2,Digital Illusions,"EA Games, Electronic Arts",User,10.0,Idk what to say but this gameis so good in that time and its still good tbh its on my pc rn,"['idk', 'say', 'gameis', 'good', 'time', 'still', 'good', 'tbh', 'pc', 'rn']",idk say gameis good time still good tbh pc rn,10.0,0.9006,Positive,,,,,,,,,,,,
Battlefield 2,Digital Illusions,"EA Games, Electronic Arts",User,10.0,"A legendary game, the likes of which we'll likely never see again. Those were good times.","['legendary', 'game', 'like', 'likely', 'never', 'see', 'good', 'time']",legendary game like likely never see good time,10.0,0.6908,Positive,,,,,,,,,,,,
Battlefield 2,Digital Illusions,"EA Games, Electronic Arts",User,10.0,This game was incredibly good. Fun as hell. Didn't even need to rely on online clowns as bots were a thing here yet disappear after EA takes over until BF6. thankfully BF3 has bots now as well because of modders. not sure about bf4 but i'll have a look,"['game', 'incredibly', 'good', 'fun', 'hell', 'even', 'need', 'rely', 'online', 'clown', 'bot', 'thing', 'yet', 'disappear', 'ea', 'take', 'thankfully', 'bot', 'well', 'modders', 'sure', 'look']",game incredibly good fun hell even need rely online clown bot thing yet disappear ea take thankfully bot well modders sure look,10.0,0.6,Positive,,,,,,,,,,,-0.2263,
Tiger Woods PGA Tour 2005,EA Sports,"EA Sports, Electronic Arts",Critic,90.0,"Considering that we're still ploughing through the 2004 edition without complaint, we daresay there'll be more than enough to fill the time between now and next year, when we'll inevitably see Tiger Woods 2006 if his career-skid interface hasn't become any more severe.","['considering', 'still', 'ploughing', 'edition', 'without', 'complaint', 'daresay', 'enough', 'fill', 'time', 'next', 'year', 'inevitably', 'see', 'interface', 'become', 'severe']",considering still ploughing edition without complaint daresay enough fill time next year inevitably see interface become severe,90.0,-0.2512,Negative,,-0.2512,,,,,,,-0.2512,,,
Tiger Woods PGA Tour 2005,EA Sports,"EA Sports, Electronic Arts",Critic,87.0,"The foliage resembles that found in a pop-up book, the mingames are growing old, and though '2004' revolutionized the game, 2005 is mostly spit and polish. [Nov 2004, p.138]","['foliage', 'resembles', 'found', 'book', 'mingames', 'growing', 'old', 'though', 'revolutionized', 'game', 'mostly', 'spit', 'polish', 'nov']",foliage resembles found book mingames growing old though revolutionized game mostly spit polish nov,87.0,0.1779,Positive,,,,0.1779,,,0.1779,,,,,
Tiger Woods PGA Tour 2005,EA Sports,"EA Sports, Electronic Arts",Critic,90.0,"It may not be revolutionary, but it has enough going for it to suck in most gamers, regardless of their skill level or feelings toward golf. Only haughty golf purists or those truly burnt out on the Tiger Woods franchise should consider getting their golfing fix elsewhere.","['may', 'revolutionary', 'enough', 'going', 'suck', 'gamers', 'regardless', 'skill', 'level', 'feeling', 'toward', 'golf', 'haughty', 'golf', 'purist', 'truly', 'burnt', 'franchise', 'consider', 'getting', 'golfing', 'fix', 'elsewhere']",may revolutionary enough going suck gamers regardless skill level feeling toward golf haughty golf purist truly burnt franchise consider getting golfing fix elsewhere,90.0,0.0,Neutral,,,,-0.5927,-0.5927,,,,,-0.5927,,
Tiger Woods PGA Tour 2005,EA Sports,"EA Sports, Electronic Arts",User,10.0,"This is the greatest sports game of all time and it's not even close. The gameplay is pretty seamless and responsive, there's nary a form of weird physics detection or anything like that. The level of customization and game modes on display is insane. Despite being about one sport, and one that many feel is boring to watch at that, it reinvents the way you can approach golf again and again. This game puts modern sports game to absolute shame.","['greatest', 'sport', 'game', 'time', 'even', 'close', 'gameplay', 'pretty', 'seamless', 'responsive', 'nary', 'form', 'weird', 'physic', 'detection', 'anything', 'like', 'level', 'customization', 'game', 'mode', 'display', 'insane', 'despite', 'one', 'sport', 'one', 'many', 'feel', 'boring', 'watch', 'reinvents', 'way', 'approach', 'golf', 'game', 'put', 'modern', 'sport', 'game', 'absolute', 'shame']",greatest sport game time even close gameplay pretty seamless responsive nary form weird physic detection anything like level customization game mode display insane despite one sport one many feel boring watch reinvents way approach golf game put modern sport game absolute shame,10.0,-0.0772,Negative,,,,,0.6486,0.6486,,,,-0.4393,,
Tiger Woods PGA Tour 2005,EA Sports,"EA Sports, Electronic Arts",User,7.0,"The analogue control scheme introduced by EA's Tiger Woods series remains its single biggest innovation and it certainly continued to keep it ahead of the competition here. Aside from that very little has really changed with the series in a good while but, with its wealth of options and polished gameplay, it has been the only real choice for golf fans for a good while (even if it is only a semi-realistic sim nowadays).","['analogue', 'control', 'scheme', 'introduced', 'ea', 'series', 'remains', 'single', 'biggest', 'innovation', 'certainly', 'continued', 'keep', 'ahead', 'competition', 'aside', 'little', 'really', 'changed', 'series', 'good', 'wealth', 'option', 'polished', 'gameplay', 'real', 'choice', 'golf', 'fan', 'good', 'even', 'sim', 'nowadays']",analogue control scheme introduced ea series remains single biggest innovation certainly continued keep ahead competition aside little really changed series good wealth option polished gameplay real choice golf fan good even sim nowadays,7.0,0.9118,Positive,0.8779,,,,0.8779,0.6124,0.8779,,0.8779,,,
Tiger Woods PGA Tour 2005,EA Sports,"EA Sports, Electronic Arts",User,10.0,"I love this game and i wanna tell you this tiger wood realy approve that he's tiger wood, i give this game 10 because it's deserve. Everything is amaizing, what can the man says, There is no body can be or say anything against it.","['love', 'game', 'wan', 'na', 'tell', 'wood', 'realy', 'approve', 'wood', 'give', 'game', 'deserve', 'everything', 'amaizing', 'man', 'say', 'body', 'say', 'anything']",love game wan na tell wood realy approve wood give game deserve everything amaizing man say body say anything,10.0,0.4588,Positive,,,,,,,,,,,,
Hitman - Episode 5: Colorado,Io Interactive,Square Enix,Critic,80.0,"This chapter isn’t the best (Chapter 2’s Sapienza still reigns supreme) but it’s a worthy addition. Four targets in heavily populated territory is a new twist for Hitman, and the fact that it was done without unfairly kicking the difficulty up or sacrificing player-paced preparation should be commended. ","['chapter', 'best', 'chapter', 'sapienza', 'still', 'reign', 'supreme', 'worthy', 'addition', 'four', 'target', 'heavily', 'populated', 'territory', 'new', 'twist', 'fact', 'done', 'without', 'unfairly', 'kicking', 'difficulty', 'sacrificing', 'preparation', 'commended']",chapter best chapter sapienza still reign supreme worthy addition four target heavily populated territory new twist fact done without unfairly kicking difficulty sacrificing preparation commended,80.0,0.802,Positive,0.128,,,,,,0.128,,,,,0.7543
Hitman - Episode 5: Colorado,Io Interactive,Square Enix,Critic,70.0,"Colorado scores an unexpected win when it comes to a much overlooked element. [Dec 2016, p.80]","['score', 'unexpected', 'win', 'come', 'much', 'overlooked', 'element', 'dec']",score unexpected win come much overlooked element dec,70.0,0.5719,Positive,,,,,,,,,,,,
Hitman - Episode 5: Colorado,Io Interactive,Square Enix,Critic,80.0,"The fifth episode delivers a rather high difficulty spike, which was honestly needed in the episodic Hitman. It is an improvement over the previous episodes and deserves to be played by Hitman fans and stealth fans in general.","['fifth', 'delivers', 'rather', 'high', 'difficulty', 'spike', 'honestly', 'needed', 'episodic', 'improvement', 'previous', 'deserves', 'played', 'fan', 'stealth', 'fan', 'general']",fifth delivers rather high difficulty spike honestly needed episodic improvement previous deserves played fan stealth fan general,80.0,0.5106,Positive,,,,,0.4019,,0.1531,,,,,
Hitman - Episode 5: Colorado,Io Interactive,Square Enix,User,7.0,"This is the weakest episode of Hitman so far. It starts you off not in stealth and they have four targets to kill, all of which are incredibly easy to off.","['weakest', 'far', 'start', 'stealth', 'four', 'target', 'kill', 'incredibly', 'easy']",weakest far start stealth four target kill incredibly easy,7.0,0.0297,Neutral,,,0.5291,,0.5291,,0.5291,,,,,
Hitman - Episode 5: Colorado,Io Interactive,Square Enix,User,7.0,"A very small map comparing to other episodes, a place where almost no action is unseen, Colorado is probably the worst episode of the 1st season. 4 well trained targets to take out, first time to have an excuse for American accents. There is freedom in the episode, but the NPCs or in this case - highly trained paranoid soldiers, won't let you use that freedom as much. A good challange though.","['small', 'map', 'comparing', 'place', 'almost', 'action', 'unseen', 'probably', 'worst', 'season', 'well', 'trained', 'target', 'take', 'first', 'time', 'excuse', 'american', 'accent', 'freedom', 'npc', 'case', 'highly', 'trained', 'paranoid', 'soldier', 'wo', 'let', 'use', 'freedom', 'much', 'good', 'challange', 'though']",small map comparing place almost action unseen probably worst season well trained target take first time excuse american accent freedom npc case highly trained paranoid soldier wo let use freedom much good challange though,7.0,0.8414,Positive,,0.7567,,-0.719,,,,,-0.719,-0.719,,
Hitman - Episode 5: Colorado,Io Interactive,Square Enix,User,2.0,"Throughout the episodes of this game there has been god awful voice acting, with inappropriate accents and phrases given to characters at every corner. It completely undermines the whole game and makes it feel Mickey Mouse. The people in Morocco all spoke with native English speaker North American accents, and now that the game has an episode in Colorado the mercenaries guarding the place are all speaking with British accents...??? Has anyone put any thought into it at all? Even though I've paid for all the episodes I've given up on this game. I didn't finish this episode and don't intend to try the Japan one either. The Sapienza episode was fairly enjoyable, but overall this game is a massive flop. Don't waste your money.","['throughout', 'game', 'god', 'awful', 'voice', 'acting', 'inappropriate', 'accent', 'phrase', 'given', 'character', 'every', 'corner', 'completely', 'undermines', 'whole', 'game', 'make', 'feel', 'mickey', 'mouse', 'people', 'morocco', 'spoke', 'native', 'english', 'speaker', 'north', 'american', 'accent', 'game', 'mercenary', 'guarding', 'place', 'speaking', 'british', 'accent', 'anyone', 'put', 'thought', 'even', 'though', 'paid', 'given', 'game', 'finish', 'intend', 'try', 'japan', 'one', 'either', 'sapienza', 'fairly', 'enjoyable', 'overall', 'game', 'massive', 'flop', 'waste', 'money']",throughout game god awful voice acting inappropriate accent phrase given character every corner completely undermines whole game make feel mickey mouse people morocco spoke native english speaker north american accent game mercenary guarding place speaking british accent anyone put thought even though paid given game finish intend try japan one either sapienza fairly enjoyable overall game massive flop waste money,2.0,-0.3418,Negative,,-0.2263,,-0.2263,,-0.4005,-0.1703,,,,,
Brigade E5: New Jagged Union,Apeiron,"Strategy First, 1C Entertainment",Critic,55.0,"Brigade E5: New Jagged Union tries to revitalize a struggling genre, but gets almost nothing right. There are some nice customization options available, but that's about it. Combat is not fun at all, and the bad camera views and Playstation 1 era graphics only make things worse.","['try', 'revitalize', 'struggling', 'genre', 'get', 'almost', 'nothing', 'right', 'nice', 'customization', 'option', 'available', 'combat', 'fun', 'bad', 'camera', 'view', 'playstation', 'era', 'graphic', 'make', 'thing', 'worse']",try revitalize struggling genre get almost nothing right nice customization option available combat fun bad camera view playstation era graphic make thing worse,55.0,-0.8922,Negative,,,-0.852,-0.2263,-0.852,-0.852,0.2263,,0.2263,,,
Brigade E5: New Jagged Union,Apeiron,"Strategy First, 1C Entertainment",Critic,35.0,"Third-rate mission design, prehistoric visuals, and problematic pathfinding mean that you won't enjoy playing soldier of fortune here, even if the developers have added a bit of life to the squad-sim genre with a few design innovations.","['mission', 'design', 'prehistoric', 'visuals', 'problematic', 'pathfinding', 'mean', 'wo', 'enjoy', 'playing', 'soldier', 'fortune', 'even', 'developer', 'added', 'bit', 'life', 'genre', 'design', 'innovation']",mission design prehistoric visuals problematic pathfinding mean wo enjoy playing soldier fortune even developer added bit life genre design innovation,35.0,-0.6734,Negative,,,-0.6734,,,,-0.6734,,,-0.6734,,
Brigade E5: New Jagged Union,Apeiron,"Strategy First, 1C Entertainment",Critic,50.0,Brigade E5 has the biggest choice of weapons and equipment I have seen in any video game and it is all usable. That in itself says a lot toward the game and its potential even though it does have some larger problems.,"['biggest', 'choice', 'weapon', 'equipment', 'seen', 'video', 'game', 'usable', 'say', 'lot', 'toward', 'game', 'potential', 'even', 'though', 'larger', 'problem']",biggest choice weapon equipment seen video game usable say lot toward game potential even though larger problem,50.0,-0.6808,Negative,-0.4404,,,,,,,,-0.4404,,,
Brigade E5: New Jagged Union,Apeiron,"Strategy First, 1C Entertainment",Critic,55.0,"Brigade E5: New Jagged Union tries to revitalize a struggling genre, but gets almost nothing right. There are some nice customization options available, but that's about it. Combat is not fun at all, and the bad camera views and Playstation 1 era graphics only make things worse.","['try', 'revitalize', 'struggling', 'genre', 'get', 'almost', 'nothing', 'right', 'nice', 'customization', 'option', 'available', 'combat', 'fun', 'bad', 'camera', 'view', 'playstation', 'era', 'graphic', 'make', 'thing', 'worse']",try revitalize struggling genre get almost nothing right nice customization option available combat fun bad camera view playstation era graphic make thing worse,55.0,-0.8922,Negative,,,-0.852,-0.2263,-0.852,-0.852,0.2263,,0.2263,,,
Brigade E5: New Jagged Union,Apeiron,"Strategy First, 1C Entertainment",Critic,50.0,"My instinct is that, despite BE5’s flaws, it might have potential for modding or for higher quality sequels.","['instinct', 'despite', 'flaw', 'might', 'potential', 'modding', 'higher', 'quality', 'sequel']",instinct despite flaw might potential modding higher quality sequel,50.0,0.357,Positive,,,,,,,,,,,,
