Title,Platform,Release Date,Genre,Developer,Publisher,Metascore,Critic Review Count,User Score,User Review Count,Critic Reviews Data,User Reviews Data
Blue Prince,"['PC', 'PlayStation 5', 'Xbox Series X']",2025/4/10,First-Person Adventure,Dogubomb,Raw Fury,92,56,7.8,773,"[{'score': 100, 'text': 'Blue Prince blends puzzles and roguelike exploration into something refreshingly original, clever, calm, and unlike anything else you?€?ve played.'}, {'score': 90, 'text': 'Blue Prince is a game that you can easily get yourself engrossed with. What appeared to be a simple game turned out to be one full of surprises around the corner, making it a must-play game for puzzle and roguelike fans alike.'}, {'score': -1, 'text': 'Blue Prince is one of those games that demonstrates a depth and excellence that we rarely see in the world of video games. [Recommended]\r\n'}]","[{'score': 8, 'text': 'A really original game. A good mix of roguelike and puzzles, with an excellent artistic direction. Would love to see more from the studio in the future.'}, {'score': 7, 'text': 'Amazing experience the first few days I played it but then it becomes frustrating due to the RNG of the rogue like system and it does feel very incomplete towards the end stuff'}, {'score': 8, 'text': 'Blue Prince is a mesmerizing blend of mystery and elegance. Its shifting manor, rich with surreal architecture and clever spatial puzzles, creates a captivating sense of discovery. The atmosphere is moody and dreamlike, supported by subtle audio design that enhances every room. With its inventive progression and constantly unfolding secrets, Blue Prince delivers a uniquely haunting and intelligent puzzle experience. I would only deduce some points cause the Roguelike aspect of it seems a bit off, not per se, but it needs more equalization.'}]"
Batman: Arkham Asylum,"['Xbox 360', 'PlayStation 3', 'PC', 'Nintendo Switch', 'DS']",2009/8/25,Action Adventure,Rocksteady Studios,"Eidos Interactive, Square Enix, Bandai Namco Games",92,78,8.5,2896,"[{'score': 96, 'text': ""Arkham Asylum is a game with the power to utterly captivate you and can stand proudly alongside modern classics such as 'Resident Evil 4', 'Gears of War,' and 'BioShock'...Simply put, Batman: Arkham Asylum is a masterpiece. [Sept 2009, p.66]""}, {'score': 95, 'text': ""Batman: Arkham Asylum is this year's 'BioShock,' not just from the connection established with the world, but from its ability to innovate where new ideas are needed, and moreover, deliver an adventure unlike any other. [Sept 2009, p.82]""}, {'score': 95, 'text': ""A massively impressive licensed game. Without a license holding it all together Arkham Asylum would have been a stunning game with striking features. That it's all wrapped up in Batman's world makes the experience so much more appealing, and it works both as an extension of lore for Batman enthusiasts and an entry point for those less familiar with the DC universe. [Oct 2009, p.84]""}]","[{'score': 9, 'text': 'Jogo revolucion??rio demais, criou o sistema free flow que foi copiado depois por tantos outros jogos. ?? um jogasso, a hist??ria apesar de simples ela ?? muito bem contada, e a jogabilidade ?? foda. Must Play!'}, {'score': 8, 'text': 'More than 15 years ago was when this game released and it holds up well. The atmosphere is absolutely flawless and was so impressive for its time and still is. I do have some issues with the boss fights as they?€?re underwhelming. The joker one for example was very disappointing. Combat, story and stealth are absolute favs. Always love doing a predator section.\n\nOverall the game is amazing 8/10'}, {'score': 7, 'text': ""This game didn't age the best, but I'm okay with that. It had a good story some very unique and interesting boss fights and fun gameplay. It's main weaknesses are the boss fight at the end (which was absolute a**), the game's linearity, and essentially no side quests, just collectables.""}]"
Titan Souls,"['PlayStation Vita', 'PlayStation 4', 'PC']",2015/4/14,Action Adventure,Acid Nerve,Devolver Digital,74,46,6.2,204,"[{'score': 55, 'text': ""By betting everything on just one gameplay feature, Acid Nerve eschewed the story and role-playing elements, so the resulting game is just a string of 19 boss fights, awkwardly crammed into the game's world.""}, {'score': 70, 'text': 'An interesting, challenging game that failed to make one final step towards true greatness. [06/2015, p.72]'}, {'score': 80, 'text': 'The fun in Titan Souls is in finally overcoming what initially feel like an impossible battles. In that regard, it?€?s a celebration of gaming as it used to be in the good old days?€?.'}]","[{'score': 6, 'text': ""Game is clearly inspired by the shadow of the colossus but it's done in 2d. Art style is very pleasant and music is beautiful. Although gameplay can be frustrating and annoying. For me the respown time is too long I would rather have a quick respown like in super meat boy. Game is really short and you can beat it I few hours.""}, {'score': 6, 'text': ""Arkada??m??n ??nerisi ve az biraz gaz??yla al??p asl??nda hi?? oynamamak ??zere k??t??phanemde tutmaya karar vermiken yeni kol sat??n ald????mdan kendi ??ap??mda deneme ama??l?? oyunu y??kledim. Az biraz izlemitim arkada??mdan. ??zlerken minik tatl?? bir macera oyunu gibi duruyordu ama y??kledikten sonra abart??lan??n hi?? de az olduunu d????nm??yorum. Oyun baya baya hardcore zorlukta bir souls oyunu. T??r??n?? normalde alayarak oynasamda beni oyundan s??kmad??. Bir s??re sonra sinirlenip 1-2 bossun nas??l kesileceine bakmam d????nda a??r?? zor ama imkans??z seviyesinde deildi. Oyunun genel hatlar??ndan bahsetmemiz gerekirse oyun 'Gidem bosslara 1 saat vuram can?? d??s??n' 'Hata yapt??m pat ??l' tarz?? bir souls deil. Her bossun zay??fl??klar?? var ve oraya vurduun gibi ??l??yor. Oyunda zaten minyon d??man yok. Boss'u kes dierine git boss'u kes dierine git eklinde. Mekanik desen zaten koma , y??r??me , ok atma , oku ??ekme ve roll'dan ileriye gitmiyor her ey senin kontrol??nde. Her ??ld????nde git batan boss'a 15 sn y??r?? k??sm?? d???? sorunu yok. Hikayesi de yok zaten. Ama ??ok iyi. M??zikleri ise beni gaza getirdi baya kaliteli. Yapanlar kimse a??r?? iyi i ????karm??.Burdan ??neren arkada??ma teekk??r edip bende size ??neriyorum. Puan?? Metacritic'te falan az olsa da benim i??in baya y??ksek ""}, {'score': 8, 'text': ""God creates the TitansGod creates manThe Titans destroy GodMan creates the bow and arrowThe Titans destroy manThe chosen one will destroy the Titans (or the joystick)I promised myself that I would recover this title at any cost. The first work from the studio that created the jewel that is Death's Door absolutely had to be played. I wanted to understand how a game like the one released in 2021 was born and to do this the best way is to find out where they started. What can I say with a start like this you can only go high!The Manchester studio began its adventure in the infinite world of video games in 2015, basing its creation on minimalist Pixel Art graphics, on an inspired and varied setting and building everything around a high and ruthless difficulty, with shades of frustration in the air.With a top-down view, a barely mentioned story and a basic tutorial, the player is introduced to the game with a single purpose: to kill the 'Titans'. Majestic, agile and ruthless creatures that populate mini areas scattered here and there around the world.There are no 'simple' enemies, only checkpoints in strategic positions, in order to make recovery after game over simple and many bosses to face.Once you enter the arena the battle begins and there are only two ways to get out: alive, hitting the monster's weak point, or dead, the more probable **** hit is enough to trigger the game over but the same goes for the opponent we will face, with the only obligation that we should hit him in his 'hidden' weak point with the only arrow present in our hero's quiver. That's right, just an arrow which, however, can be thrown and retrieved infinitely either by walking on it or by recalling it with telekinetic powers, taking into account that without a weapon we are effectively harmless and at the mercy of the monster. In a nutshell, the clash with a new creature is divided into two phases: the first of gathering information and modus operandi of the giant in question and the second of implementing the attack plan, carefully designed in one's head, to get the upper hand . Many attempts separate the player from victory, especially with the last ruthless giants, but the goal to be achieved is never too far away, and the satisfaction of seeing the David within us defeat the Goliath of the moment, will manage to tear more than a smile from lips of those who will be able to seize the best moment to strike.David Fenn's first musical works already show the talent and skill of the English singer-songwriter which years later will lead him to create one of my favorite soundtracks, that of Death's door!The staging in this title is obviously still immature, a sort of embryonic version of what will later become a very respectable soundtrack in the subsequent work. But despite this, he does his accompanying work damn well and more than one track will have the ability to carve out a space in the hearts of fans. This is for two reasons: one unconscious, as by repeating a clash infinite times and then listening to the notes continuously the player will end up loving (or hating) the tracks and the other because some music will have the ability to give us a boost in times of need to win the battle.Acid Nerve's inspiration from Fumito Ueda's game Shadow of the Colossus released 10 years earlier is great; a character in a lonely world who must defeat creatures who are even difficult to approach. Of course, the differences on a technical, graphic, setting and duration level bring the two titles to different levels of the global video game scale. The work of Team Ico has entered history and the hearts of fans, something that the first work of the English team will never be able to do. Despite this, I consider the Indie 'game' an experience, which however short, deserves to be lived. Of course it is not a title for those who get discouraged at the first difficulty but only for those, like me, who get excited in the most challenging moments. Let's be clear, nothing is impossible, we just need to get carried away and savor with calm, perseverance and attentive eyes the right moment to launch the arrow into the Titan's 'Achilles' heel'.""}]"
Moonlighter,"['PC', 'Nintendo Switch', 'Xbox One', 'PlayStation 4', 'iOS (iPhone/iPad)']",2018/5/29,Action RPG,Digital Sun,"11 bit studios, Merge Games, Teyon",81,28,7.1,239,"[{'score': 80, 'text': ""Like all the finest indie titles, Moonlighter has such a simple premise but is done so masterfully it becomes fantastically addictive - from the basic combat, to the Resident Evil style bag management, to upgrading the shop, to selling the goods; every aspect feels great. Combine this with the charming old-school art and you have got a clear winner on your hands. The only real negative is how short the game is and how the story feels a little lightweight. Moonlighter also feels like it would be even better on Switch, so keep an eye out for Cubed3's review of that version soon!""}, {'score': 85, 'text': ""Though it comes with some bugs, ample load times when entering or leaving a dungeon, and an English localization that shows some evidence of the developer's Spanish roots, Moonlighter presents well. While some may shy away from the repetitive formula, I am certain fans of the roguelike genre will find a lot to play with in Moonlighter. That being said, the scant story is not so demanding that players need commit fully to it in one continuous playthrough. Thus, Digital Sun has developed Moonlighter into something that feels as timeless as its role models and will welcome back players delve after delve. ""}, {'score': 90, 'text': 'Moonlighter is an exciting action adventure-shop simulator game that shouldn?€?t be skipped. If you have any interest in running a shop and dungeon diving, then this game is for you.'}]","[{'score': 8, 'text': 'This game is ideal for playing it in the background while you listen or watch something that is not fully engaging. For that reason I really enjoyed it as it helped me relax. It was fun delving into dungeon and gathering ingridients to sell them as another minigame in your shop. Very good game.'}, {'score': 9, 'text': 'This is what you would get if Zelda games were still retro 2D games / market sellingSIM. Great fun building up character and shop'}, {'score': 3, 'text': 'Literally horrible. No tutorial No walkthrough. You just start in a dungeon and it?€?s hard to beat the enemy. Then you start a shop but it doesn?€?t tell you anything on how to price them. Went back into the dungeon and kept dying. Changed to it the easiest setting and it?€?s still just unplayable. Not worth it.'}]"
7554,['PC'],2012/7/20,FPS,Emobi Games,"Emobi Games, Tradewest",41,7,7,96,"[{'score': 65, 'text': ""7554 Glorious Memories Revived is the first big game from Vietnam. Emboli Games has drawn attention to itself and showed that there are also other shooter games outside of America and Europe. While the look and the gameplay are mediocre, the level of difficulty and the survival mode are a welcome change. Emboli Games didn't reinvent the wheel with 7554, but it's nice that you can join Charlie once in a while.""}, {'score': 30, 'text': 'In the stroke of mercy we could appreciate the efforts of Vietnamese developers but if you like Vietnam-era shooters you better grab some Nam-modificiation from any other FPS. [Sept 2012]'}, {'score': 40, 'text': 'Nonetheless, keep your chin up, Emobi Games. The first step has been made. 7554 brought Vietnam on the map of games developers. The next step is an actually good game. And youll get there. Someday.'}]","[{'score': None, 'text': ""This may be an unsuccessful game abroad 'But for Vietnamese people it is a pride and a priceless heritage'Vietnan 3A game""}, {'score': None, 'text': 'Games that will only hype, without any merits, plagiarism and optimization garbage, disgusting fans have to step on other games without brains'}, {'score': None, 'text': 'Plagiarizing Call of Duty is filled with loopholes and often leads to inexplicable mission failures, which greatly affects the gaming experience. It is highly discouraged to purchase.'}]"
Serious Sam II,"['Xbox', 'PC']",2005/10/11,FPS,Croteam,2K Games,72,34,6.6,64,"[{'score': 90, 'text': 'An absolute blast in every respect! It looks and sounds fantastic, the action is virtually non-stop and the combination of varied level designs and scenery, masses of different enemies and usage of vehicles and turrets keeps things feeling fresh and interesting from start to finish.'}, {'score': 80, 'text': ""The bottom line is that this game is a lot of fun, does what it sets out to do with ease and I'm sure you'll find yourselves going back to this again and again if you get hold of it, especially if you can talk your mates into buying it too.""}, {'score': 70, 'text': 'Few other FPS titles can match the intensity of this nitrous-charged shooting gallery, but plenty of them offer the kind of less that feels like much, much more. [Nov 2005, p.104]'}, {'score': 90, 'text': 'An absolute blast in every respect! It looks and sounds fantastic, the action is virtually non-stop and the combination of varied level designs and scenery, masses of different enemies and usage of vehicles and turrets keeps things feeling fresh and interesting from start to finish.'}]","[{'score': 6, 'text': 'Massively disappointing sequel, completely changing to an ugly visual style, boring gameplay, boring enemies, even the story is not as good as it used to. Only play it if you are a fan of SS.'}, {'score': 2, 'text': ""Un moteur 3D pas trop mal et une maniabilit?? sans reproche mais des d??cors de dessin anim?? gnan-gnan, des ennemis stupides et un caract??re lancinant tr??s marqu??. Faut ??tre compl??tement p??t?? pour jouer plus d'un quart d'heure d'affil??e ?? un truc pareil.""}]"
Freedom: First Resistance,['PC'],2000/12/14,Action Adventure,Red Storm Entertainment,Red Storm Entertainment,40,13,5,4,"[{'score': 20, 'text': ""Your best bet? Leave this game at the store and pick up a VHS copy of the 'V' miniseries if you really need a cheesy alien invasion fix.""}, {'score': 38, 'text': ""For a game that puts so much emphasis on its pedigree as a set of novels, there's precious little storytelling in F:FR. Instead, there is a lot of wandering around hunting for keys, occasional bouts of combat, reams of pointless dialogue, and a general sense that the Rainbow Six/Rogue Spear engine surely could have been put to better use.""}, {'score': 69, 'text': ""If you're a fan of McCaffrey's writing then take a look at this one -- you'll probably enjoy it. But if you're a real adventure aficionado you'll undoubtedly find the game too easy for your tastes, better to give this one a miss than be disappointed.""}, {'score': 75, 'text': 'This time however, there was a certain good feeling that prevailed throughout the whole game. A possibility exists that the music helped conquer my heart.'}, {'score': 69, 'text': ""If you're a fan of McCaffrey's writing then take a look at this one -- you'll probably enjoy it. But if you're a real adventure aficionado you'll undoubtedly find the game too easy for your tastes, better to give this one a miss than be disappointed.""}]","[{'score': 6, 'text': ""Reviewers hammered this game but I still enjoyed playing it. Interesting story, interesting characters, large open levels. Played all the way to the end so I must have had fun, but honestly can't give it more than a 6.""}]"
MindsEye,"['PC', 'PlayStation 5', 'Xbox Series X']",2025/6/10,Linear Action Adventure,Build a Rocket Boy,IOI Partners,37,14,2.5,576,"[{'score': -1, 'text': 'MindsEye isn?€?t ruined by bugs, but its outdated ideas and poor gameplay hold it back. At least its cinematics provide an interesting visual glimpse. [No Recommended]'}, {'score': 30, 'text': ""Its world feels considered. There are decent performances from its cast among the graphical artefacts, and zippy pacing that respects your time and conjures a sense of playing the Schwarzenegger role that never was. But it's been released in a technical state that makes it impossible to enjoy its ideas, with core components of its action left underdeveloped. For the player, that's frustrating. For those who made it, surely, it's heartbreaking. [Issue413, p.112]""}, {'score': 40, 'text': 'MindsEye offers an original narrative and a powerful level creator tool within a dystopian open world, but it suffers from repetitive, uninspired gameplay and poor technical performance, especially on mid-range PCs and Steam Deck. Despite well-crafted cutscenes and a promising concept, the lack of polish, outdated design choices, and insufficient support for the creation system greatly limit its appeal.'}]","[{'score': 6, 'text': 'MindsEye almost has it all: big action set-pieces, attacking drones, car chases, drama, and a huge amount of Arcadia content. It?€?s the kind of game you can sink hours into, go to sleep, and jump straight back into the next day. The problem is the bugs and glitches ?€? they break immersion and drag the experience down. I genuinely like this game and the potential is huge, but in its current state, it doesn?€?t quite add up. I?€?m sticking with a 6/10 for now, and I?€?ll revisit and adjust my review if future updates clean things up.'}, {'score': 2, 'text': 'What initially seemed like an exciting new game from a promising developer, led by former GTA producer Leslie Benzies, quickly fell short of expectations. Swarming with bugs, inconsistent frame rates, and generic gameplay, this title fails to reach the ambitious heights it aimed for. You?€?ll likely find yourself wishing you had chosen something else to play.'}, {'score': 4, 'text': ""I waited for the update 5 to play the game, and it runs bad, is like doesn't matter it you set everything to low and put some upscaling , the game still has serious performance issues even in closed spaces.\nI don't think the game itself is as bad as some people says, the story is somewhat decent at least, but you can see that they rushed everything and very often you get bits of the story while you are in a car chase or during gun combat, and you can't pay attention to that. The cutscenes are good, the ending is open and was rushed.\nI don't know if the studio has the  and the people to get this game fixed, but unless they make an extreme modification the game will still ****.""}]"
Montague's Mount,['PC'],2013/10/9,First-Person Adventure,Polypusher Studios,Mastertronic,39,21,4.9,43,"[{'score': 50, 'text': 'At first I was delighted with the dark atmosphere, but it?€?s not the story of madness that drove me crazy, but pixel hunting, repetitive objects, weak character models and slow movements of the protagonist. [03/2014, p.73]'}, {'score': 20, 'text': ""I could bring up a dozen more problems, major and minor, with the game, but what's the point? Montague's Mount doesn't have interesting puzzles or a structure that ties them into a coherent work about mental illness, despite its heavy-handed announcement of that intent. I respect the aim, but the execution is terrible.""}, {'score': 50, 'text': 'Montague?€?s Mount has a fantastic atmosphere, but is too slow to get really creepy. With a mysterious tone, you?€?ll want to discover it more and more. However, it has too many flaws to be memorable. '}]","[{'score': 7, 'text': 'Montague?€?s Mount oferuje mroczny klimat tajemniczej wyspy, gdzie na gracza czeka bdzie ponadto kilka interesujcych zagadek logicznych. Na plus zasuguje r??wnie koncepcja i wygld lokacji. Cao uzupenia nastrojowa cieka dwikowa i ***UWAGA*** polski dubbing! ;-) Osoba podkadajca gos pod g??wnego bohatera spisaa si po prostu rewelacyjnie, mio czasem posucha dobrej polonizacji. Jeli chodzi o wady gry, to najbardziej irytowaa mnie wspomniana wczeniej lamazarno naszej postaci - co rzecz jasna wpywa w znaczcy spos??b na dugo rozgrywki. Przejcie gry zajo mi okoo 6 godzin, co po czci spowodowane byo rozwizywaniem dostpnych w niej zagadek (tak, tak - nie tumacz si). Ostatecznie jednak musz przyzna, e mimo tych kilku mankament??w nie auj czasu przy niej spdzonego. W dodatku, zapowiada si, e czeka nas kontynuacja - nasz werdykt brzmi wic:  Zdecydowanie warto zaGRA! ;-)\r\n\r\nPlusy:\r\n koncepcja i wygld lokacji\r\n zmieniajca si pogoda\r\n cieka dwikowa\r\n polski dubbing\r\n niekt??re zagadki\r\n\r\nMinusy:\r\n?€? irytujca powolno g??wnego bohatera\r\n?€? no kurcze mogliby da chocia latark!?\r\n?€? zdarzajce si bdy techniczne\r\n?€? zakoczenie a waciwie jego brak\r\n\r\nPena recenzja dostpna jest na blogu ****'}, {'score': 4, 'text': ""This game does have some good points, for instance it has a nice atmosphere, pretty decent voice acting and an interesting plot with some good ideas, but everything is let down by an overly-tedious prologue, unclear objectives, unreadable tutorials, a confusing inventory system, the inability to access any options during the game, and poor graphics. I reccommend only if you have the patience to wrangle with its confusing and poorly-designed layout, otherwise don't bother.""}, {'score': 10, 'text': ""I'm into psychological games, pretty hardcore, Montague's Mount is one of those psychological games I love. Visually I liked it, it wasn't overly dark, yet not obnoxiously bright. The atmosphere and weather changes I thought was quite amazing. The puzzles aren't all easy, yet they're not overly obnoxious. The only puzzle I had a real issue learning/solving was the Plinth compass puzzle, I played the game before it was updated and more 'help' was added to solve that puzzle.\r\nThroughout the game on and off it gave me a feeling of being watched.\r\nI did get lost a few times in the game, but once you figure it out, the game isn't that bad.\r\nI personally didn't have any issues with my game crashing or losing saves, no bugs. The game gave me no problems what so ever.\r\nNot sure how much this game changed with the update, or how much help was added, even before the update I did have fun with this game. As I said the game gave me no issues, some of the puzzles were easy, some were challenging. Either way, for one person making this game, I thought it was quite amazing and very well done.""}]"
Hello Neighbor,"['PC', 'Xbox One', 'Nintendo Switch', 'PlayStation 4', 'iOS (iPhone/iPad)']",2017/12/8,First-Person Adventure,Dynamic Pixels,tinyBuild,38,19,5.3,487,"[{'score': 40, 'text': 'Unfortunately, only an amount of frustration and badly made game is hidden in the tempting package. For a good horror adventure, you must go elsewhere.\r\n'}, {'score': 35, 'text': 'The concept for the game is great, level design is solid and the visuals are sometimes nice but the whole thing is painfully underdone. [02/2018, p.46]'}, {'score': 40, 'text': 'The game is embarrassingly simple in its gameplay, but at the same time it?€?s incredibly difficult due to a poor technical state and a terrible game design. [Issue282]'}]","[{'score': 5, 'text': 'Had me scared super horribly as a kid and liked but it was sadly super buggy'}, {'score': 4, 'text': 'Bem ruim, decepcionante eu diria, o pior jogo que j?? joguei e nem digo os bugs, eu realmente, prefiro bater a cabe??a na parede a ter que jogar novamente esse jogo, entre jogar esse jogo horr??vel e jogar qualquer outro eu prefiriria sempre em todas as vidas jogar outro jogo, pq esse jogo sem condi????o, al??m do gr??fico ele n??o tem muito a oferecer, literalmente te joga em um mapa, n??o tem objetivos, a n??o ser se matar para encontrar uma chave ou cart??o que permita o avan??o no jogo, n??o tem hist??ria, trilha sonora chucra e o vizinho nem se fala, chato e irritante, te v?? a kilometros de dist??ncia e te persegue at?? n??o poder mais, um dos piores jogos que j?? finalizei'}, {'score': 8, 'text': 'Muchisimo hype de todas las alphas y betas, la jugabilidad me encanta y le tengo muchisimo cari??o a la historia, para mi seriaun 10 pero muchas cosas por pulir'}]"
Elden Ring: Shadow of the Erdtree,"['PC', 'Xbox Series X', 'PlayStation 5', 'PlayStation 4', 'Xbox One']",2024/6/21,Action RPG,From Software,"Bandai Namco Games, From Software",94,64,8.2,4308,"[{'score': 80, 'text': 'Not just the wide range of new weapons and magic, but also challenging yet well-designed boss battles make Elden Ring: Shadow of the Erdtree an experience well worth your time. However, the lack in variety of new regular enemies and an open world that feels too big for its own good make this DLC feel less polished than the original game.'}, {'score': 90, 'text': 'FromSoftware continues to rule the genre\r\nit invented. If you didn?€?t care for Elden Ring,\r\nrun away screaming. Otherwise, come on in\r\nand scream with frustration. [Issue43, p.92]'}, {'score': 90, 'text': 'Expanding on Elden Ring?€?s already impeccable legacy in meaningful and spectacular ways, Shadow of the Erdtree is another triumph from FromSoftware. Some of the series?€? best boss battles, visually stunning vistas and a leaner yet equally deep narrative lend this expansion the right to be considered one of the best pieces of DLC money can buy.'}]","[{'score': 9, 'text': 'While the game offers plenty of enjoyable elementsa map comparable in size to the main installment, challenging yet captivating bosses, a more accessible storyline than its predecessors, and various engaging gimmicksthe overall density feels lacking. The open fields seem to serve merely as passageways for navigation rather than meaningful exploration, which is somewhat disappointing.'}, {'score': 10, 'text': 'Fromsoft outdid itself this time. Elden Ring is the height of gaming! Excellent title!'}, {'score': 10, 'text': ""Even better than OG game. \n\nThis is one of the kind. When I think of this DLC I think of it as one of the best DLCs of all time.\n\nThis DLC is like a sequel - with everything! Its WAST gorgeous map with highly enjoyable exploration.  There are several 'bioms' with different theme and feeling to it. Music and ambience of the places is magical. Bosses and chunkier enemies are fun. There are several NPCs with questlines which are comparably good with the main game. The price could feel a bit much for a DLC, but I sunk 80hours to my first playthrough and I would say that games for that price tag giving you usually less. And you couldn t say this DLC is just some appendix, it is full-fledged story expansion.\n\nMy only gripe for console players is that you need to have save saved or be good at speedrunning for reaching the point when you can enter the DLC... I would be glad that FromSoft be in the future more generous with choices for subsequent playthroughs like (yes, you can rant how ridiculous was the state of the game after launch, but they do quite a job on it and the game is quite a looker and runs smoothly) Lord of the Fallen or Lies of P (in the terms of mix and match the equipment possibilities) - you could unlock something during first plathrough and have it ticked somewhere if you choose to for next playthrough. These games are massive and I understand there is a picky community and splendid no-hit-runners and all, but that is not all. Some quality of life things would not dismantle the difficulty or anything, just to have more fun with more weapons and theirs unique move sets. I enjoyed DLC more because i had all smithing stones and I was not bothered to farm somthing, at last! The runes I acquired during playthrough went straight to the smithing stones and I could use any weapon right away. I would really love the idea for the future when you are finding the materials for the 'tree of weapons' not for individual weapons - especially when the game is that big as Elden ring or this DLC and you have TONS of nice looking weapons which you will never use because you would just farm something for it(even if you are ok with just lvl24/lvl9 weapon).""}]"
